NP,Bacteria,ATCC(species),NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,ZOI_drug (mm),ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),Zeta_potential (mV),MDR,FIC,Effect,ChEBI ID,reference,doi,time (hr),Coat with antimicrobial peptide,combined MIC,peptide MIC,synergy index( Vantibiotic+AgNPs/(Vantibiotic + VAgNPs - Vantibiotic X VAgNPs).)
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,7,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,14,,14,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,18,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,18,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,7,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,11,1.5,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,9,0.7,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,18,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,10,,10,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,16,,16,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,9,,9,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Proteus mirabilis,,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,7,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,14,,22,1.5,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,27,,27,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,24,,32,0.8,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,8,,16,3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,26,,26,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,12,,13,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18.5,,18.5,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,14,,14,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,16,4.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,19,,20,0.1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,11,,12,0.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,17,4.9,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,11,1.5,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,11,1.5,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,8,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,9,0.7,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,10,1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,10,1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,12,1.9,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,27,0.8,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,24,0.8,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,18,0.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,14,,14,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,16,,16,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,18,0.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,20,0.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,8,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,18,,22,0.5,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,8,,10,0.6,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,21,,21,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,17,,20,0.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,21,,21,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,22,,24,0.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,9,0.7,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Salmonella typhi,,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,7,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,26,,26,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,26,,26,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,23,,23,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,27,,27,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,24,,24,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,25,,25,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,24,,25,0.1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,24,,24,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,25,,25,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,14,,14,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,8,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,8,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Nalidixic acid,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,9,,14,1.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,13,,13,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,21,,22,0.1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,22,,22,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,8,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Serratia odorifera,,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,7,,13,2.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,24,,24,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,30,,30,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,22,,23,0.1,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,30,,30,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,11,,11,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,13,,14,0.2,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,15,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,30,,30,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,20,,20,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,15,,18,0.4,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,16,,18,0.3,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,11,,14,0.6,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
Ag,Vibrio parahaemolyticus,,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,500,30,8,20,13.5,nanorods and triangles,disc_diffusion,23,,23,0,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3273981/,,,,,,
